発注先企業コード,発注先企業名,発注先業態コード,発注先業態,納品先組織コード,納品先組織名,納品先部門コード,納品先部門名,納品書番号,発注番号,行番号,分納番号,検収状態区分値,検収状態名称,状態区分値,状態名称,発注区分値,発注区分名称,自社商品コード,自社商品名,発注数,出荷数,単位,納品日,出荷日,検収日,単価(外税),金額(外税),作成日,作成時間,勘定科目コード,勘定科目名,入数,発注日,発注締切日,商品分類コード,商品分類名,請求先コード,請求先名,発注部門コード,発注部門名,請求先部門コード,請求先部門名,ログインID,発注者氏名,消費税率,出荷時変更前単位名称,出荷時変更前単価(外税),出荷時変更前金額(外税),適用税率区分
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23544119","H0001157175","3","1","1","検収済","'0","通常","'0","Web発注","20594","フォーク＃１６０　黒　バラ500本入","2","2","箱","2019/08/24","2019/08/23","2019/09/03","2045","4090","2019/08/24","'08:59:00","","連携時作成","500","2019/08/23","2019/08/23 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23544119","H0001157175","4","1","1","検収済","'0","通常","'0","Web発注","20624","スプーン＃１６０　黒　バラ　500本入","2","2","袋","2019/08/24","2019/08/23","2019/09/03","1470","2940","2019/08/24","'08:59:00","","連携時作成","500","2019/08/23","2019/08/23 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23544119","H0001157175","5","1","1","検収済","'0","通常","'0","Web発注","30050","花王パワークリーナー　４．５Ｌ","1","1","個","2019/08/24","2019/08/23","2019/09/03","1737","1737","2019/08/24","'08:59:00","","連携時作成","1","2019/08/23","2019/08/23 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","","","23544119","SS23544119","1","1","1","検収済","'0","通常","1","出荷手入力","21049","受）ＷＡＸペーパー５０枚入レッドPG-25","1","1","個","2019/08/24","2019/08/23","2019/09/03","510","510","2019/08/24","'08:59:00","","","1","2019/08/19","2019/08/24 08:59:19","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","","","'0000000000","調達","","","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552228","H0001159196","1","1","1","検収済","'0","通常","'0","Web発注","10001","ペーパータオルレギユラー２５０枚/束","6","6","束","2019/08/27","2019/08/26","2019/09/03","88","528","2019/08/27","'08:53:00","","連携時作成","1","2019/08/26","2019/08/26 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552228","H0001159196","2","1","1","検収済","'0","通常","'0","Web発注","10014","WジッパーフリーザーバッグL　10枚入","4","4","本","2019/08/27","2019/08/26","2019/09/03","94","376","2019/08/27","'08:53:00","","連携時作成","1","2019/08/26","2019/08/26 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552228","H0001159196","3","1","1","検収済","'0","通常","'0","Web発注","10026","OZクッキングシート33×35M","5","5","本","2019/08/27","2019/08/26","2019/09/03","497","2485","2019/08/27","'08:53:00","","連携時作成","1","2019/08/26","2019/08/26 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552228","H0001159196","4","1","1","検収済","'0","通常","'0","Web発注","10097","ニトリル手袋ブルー　Ｓ　粉無　１００枚","5","5","箱","2019/08/27","2019/08/26","2019/09/03","460","2300","2019/08/27","'08:53:00","","連携時作成","100","2019/08/26","2019/08/26 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552228","H0001159196","5","1","1","検収済","'0","通常","'0","Web発注","10098","ニトリル手袋ブルー　Ｍ　粉無　１００枚","5","5","箱","2019/08/27","2019/08/26","2019/09/03","460","2300","2019/08/27","'08:53:00","","連携時作成","100","2019/08/26","2019/08/26 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552228","H0001159196","6","1","1","検収済","'0","通常","'0","Web発注","10268","クッキングペーパー90枚×2R入×6ｾｯﾄ","1","1","Ｃ","2019/08/27","2019/08/26","2019/09/03","2166","2166","2019/08/27","'08:53:00","","連携時作成","6","2019/08/26","2019/08/26 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552228","H0001159196","7","1","1","検収済","'0","通常","'0","Web発注","20029","ﾌﾚｯｸｽｽﾄﾛｰ黒　裸6ΦX210mm 500本","5","5","箱","2019/08/27","2019/08/26","2019/09/03","399","1995","2019/08/27","'08:53:00","","連携時作成","500","2019/08/26","2019/08/26 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552228","H0001159196","8","1","1","検収済","'0","通常","'0","Web発注","20032","ｽﾄﾚｰﾄｽﾄﾛｰ黒　裸8φX210MM 300本","2","2","箱","2019/08/27","2019/08/26","2019/09/03","487","974","2019/08/27","'08:53:00","","連携時作成","300","2019/08/26","2019/08/26 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552228","H0001159196","9","1","1","検収済","'0","通常","'0","Web発注","20047","レジロール58X80X紙管巾12mm 5巻入","5","5","袋","2019/08/27","2019/08/26","2019/09/03","362","1810","2019/08/27","'08:53:00","","連携時作成","5","2019/08/26","2019/08/26 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552228","H0001159196","10","1","1","検収済","'0","通常","'0","Web発注","20088","クリーンカツプ　６０ＢＬ本体100個入","10","10","袋","2019/08/27","2019/08/26","2019/09/03","263","2630","2019/08/27","'08:53:00","","連携時作成","100","2019/08/26","2019/08/26 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552229","H0001159196","11","1","1","検収済","'0","通常","'0","Web発注","20327","ﾆｭｰﾌﾟﾛﾏｯｸｽプラカップ Sｻｲｽﾞ(BIP362D)","20","20","袋","2019/08/27","2019/08/26","2019/09/03","400","8000","2019/08/27","'08:53:00","","連携時作成","50","2019/08/26","2019/08/26 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552229","H0001159196","12","1","1","検収済","'0","通常","'0","Web発注","20348","紙コップ５オンス白100個入　別単位ｱﾘ","10","10","袋","2019/08/27","2019/08/26","2019/09/03","148","1480","2019/08/27","'08:53:00","","連携時作成","100","2019/08/26","2019/08/26 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552229","H0001159196","13","1","1","検収済","'0","通常","'0","Web発注","20357","食材管理シール30X54MM (2500枚／袋)","1","1","袋","2019/08/27","2019/08/26","2019/09/03","2275","2275","2019/08/27","'08:53:00","","連携時作成","1","2019/08/26","2019/08/26 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552229","H0001159196","14","1","1","検収済","'0","通常","'0","Web発注","20532","ｸﾗﾌﾄ無地厚手ﾜｯｸｽﾍﾟｰﾊﾟｰ22X30CM 250枚","10","10","袋","2019/08/27","2019/08/26","2019/09/03","1438","14380","2019/08/27","'08:53:00","","連携時作成","1","2019/08/26","2019/08/26 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552229","H0001159196","15","1","1","検収済","'0","通常","'0","Web発注","20542","ＪＳ　バーガーＢＯＸ　本体 １００枚","1","1","Ｃ","2019/08/27","2019/08/26","2019/09/03","4419","4419","2019/08/27","'08:53:00","","連携時作成","100","2019/08/26","2019/08/26 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552229","H0001159196","16","1","1","検収済","'0","通常","'0","Web発注","20585","トイレットペーパーダブル12R入×8袋","1","1","Ｃ","2019/08/27","2019/08/26","2019/09/03","2375","2375","2019/08/27","'08:53:00","","連携時作成","8","2019/08/26","2019/08/26 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552229","H0001159196","17","1","1","検収済","'0","通常","'0","Web発注","20594","フォーク＃１６０　黒　バラ500本入","3","3","箱","2019/08/27","2019/08/26","2019/09/03","2045","6135","2019/08/27","'08:53:00","","連携時作成","500","2019/08/26","2019/08/26 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552229","H0001159196","18","1","1","検収済","'0","通常","'0","Web発注","20595","ナイフ＃１６０　黒　バラ　500本入","1","1","箱","2019/08/27","2019/08/26","2019/09/03","2250","2250","2019/08/27","'08:53:00","","連携時作成","500","2019/08/26","2019/08/26 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552229","H0001159196","19","1","1","検収済","'0","通常","'0","Web発注","20659","ＳＭＴ－４００白無地　５０個(M)12OZ","4","4","袋","2019/08/27","2019/08/26","2019/09/03","425","1700","2019/08/27","'08:53:00","","連携時作成","50","2019/08/26","2019/08/26 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552229","H0001159196","20","1","1","検収済","'0","通常","'0","Web発注","30027","流せるトイレクリーナー２４枚入り","5","5","個","2019/08/27","2019/08/26","2019/09/03","115","575","2019/08/27","'08:53:00","","連携時作成","1","2019/08/26","2019/08/26 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552230","H0001159196","21","1","1","検収済","'0","通常","'0","Web発注","30033","バイオガード中性洗剤　５Ｌ","1","1","本","2019/08/27","2019/08/26","2019/09/03","2644","2644","2019/08/27","'08:53:00","","連携時作成","1","2019/08/26","2019/08/26 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552230","H0001159196","22","1","1","検収済","'0","通常","'0","Web発注","30050","花王パワークリーナー　４．５Ｌ","1","1","個","2019/08/27","2019/08/26","2019/09/03","1737","1737","2019/08/27","'08:53:00","","連携時作成","1","2019/08/26","2019/08/26 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23552230","H0001159196","23","1","1","検収済","'0","通常","'0","Web発注","30051","除菌・漂白剤　ＫＢ６　４．５ｋｇ","1","1","本","2019/08/27","2019/08/26","2019/09/03","733","733","2019/08/27","'08:53:00","","連携時作成","1","2019/08/26","2019/08/26 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","TU04686516","H0001153558","25","1","1","検収済","'0","通常","'0","Web発注","20790","受)試食皿（ケチャップ容器）5000個","1","1","Ｃ","2019/08/20","2019/08/19","2019/09/03","11300","11300","2019/08/28","'09:22:00","","連携時作成","5000","2019/08/19","2019/08/19 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573197","H0001163460","1","1","1","検収済","'0","通常","'0","Web発注","10001","ペーパータオルレギユラー２５０枚/束","15","15","束","2019/08/31","2019/08/30","2019/09/03","88","1320","2019/08/31","'08:33:00","","連携時作成","1","2019/08/30","2019/08/30 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573197","H0001163460","2","1","1","検収済","'0","通常","'0","Web発注","10019","カウンタークロス　厚手　ホワイト","1","1","袋","2019/08/31","2019/08/30","2019/09/03","1280","1280","2019/08/31","'08:33:00","","連携時作成","80","2019/08/30","2019/08/30 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573197","H0001163460","3","1","1","検収済","'0","通常","'0","Web発注","10029","グリドルパッド高温用　10枚入","1","1","箱","2019/08/31","2019/08/30","2019/09/03","3200","3200","2019/08/31","'08:33:00","","連携時作成","10","2019/08/30","2019/08/30 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573197","H0001163460","4","1","1","検収済","'0","通常","'0","Web発注","10097","ニトリル手袋ブルー　Ｓ　粉無　１００枚","5","5","箱","2019/08/31","2019/08/30","2019/09/03","460","2300","2019/08/31","'08:33:00","","連携時作成","100","2019/08/30","2019/08/30 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573197","H0001163460","5","1","1","検収済","'0","通常","'0","Web発注","10098","ニトリル手袋ブルー　Ｍ　粉無　１００枚","5","5","箱","2019/08/31","2019/08/30","2019/09/03","460","2300","2019/08/31","'08:33:00","","連携時作成","100","2019/08/30","2019/08/30 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573197","H0001163460","6","1","1","検収済","'0","通常","'0","Web発注","10157","ハイラップＳVC30CMX100M 別単位あり","5","5","本","2019/08/31","2019/08/30","2019/09/03","175","875","2019/08/31","'08:33:00","","連携時作成","1","2019/08/30","2019/08/30 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573197","H0001163460","7","1","1","検収済","'0","通常","'0","Web発注","10268","クッキングペーパー90枚×2R入×6ｾｯﾄ","2","2","Ｃ","2019/08/31","2019/08/30","2019/09/03","2166","4332","2019/08/31","'08:33:00","","連携時作成","6","2019/08/30","2019/08/30 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573197","H0001163460","8","1","1","検収済","'0","通常","'0","Web発注","20001","4つ折りナフキン未晒","2","2","Ｃ","2019/08/31","2019/08/30","2019/09/03","5600","11200","2019/08/31","'08:33:00","","連携時作成","10000","2019/08/30","2019/08/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573197","H0001163460","9","1","1","検収済","'0","通常","'0","Web発注","20029","ﾌﾚｯｸｽｽﾄﾛｰ黒　裸6ΦX210mm 500本","5","5","箱","2019/08/31","2019/08/30","2019/09/03","399","1995","2019/08/31","'08:33:00","","連携時作成","500","2019/08/30","2019/08/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573197","H0001163460","10","1","1","検収済","'0","通常","'0","Web発注","20032","ｽﾄﾚｰﾄｽﾄﾛｰ黒　裸8φX210MM 300本","2","2","箱","2019/08/31","2019/08/30","2019/09/03","487","974","2019/08/31","'08:33:00","","連携時作成","300","2019/08/30","2019/08/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573198","H0001163460","11","1","1","検収済","'0","通常","'0","Web発注","20088","クリーンカツプ　６０ＢＬ本体100個入","5","5","袋","2019/08/31","2019/08/30","2019/09/03","263","1315","2019/08/31","'08:33:00","","連携時作成","100","2019/08/30","2019/08/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573198","H0001163460","12","1","1","検収済","'0","通常","'0","Web発注","20316","おしぼり　平185*203MM","2","2","Ｃ","2019/08/31","2019/08/30","2019/09/03","4500","9000","2019/08/31","'08:33:00","","連携時作成","2000","2019/08/30","2019/08/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573198","H0001163460","13","1","1","検収済","'0","通常","'0","Web発注","20327","ﾆｭｰﾌﾟﾛﾏｯｸｽプラカップ Sｻｲｽﾞ(BIP362D)","20","20","袋","2019/08/31","2019/08/30","2019/09/03","400","8000","2019/08/31","'08:33:00","","連携時作成","50","2019/08/30","2019/08/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573198","H0001163460","14","1","1","検収済","'0","通常","'0","Web発注","20348","紙コップ５オンス白100個入　別単位ｱﾘ","15","15","袋","2019/08/31","2019/08/30","2019/09/03","148","2220","2019/08/31","'08:33:00","","連携時作成","100","2019/08/30","2019/08/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573198","H0001163460","15","1","1","検収済","'0","通常","'0","Web発注","20532","ｸﾗﾌﾄ無地厚手ﾜｯｸｽﾍﾟｰﾊﾟｰ22X30CM 250枚","10","10","袋","2019/08/31","2019/08/30","2019/09/03","1438","14380","2019/08/31","'08:33:00","","連携時作成","1","2019/08/30","2019/08/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573198","H0001163460","16","1","1","検収済","'0","通常","'0","Web発注","20536","新JSﾊﾞｰｶﾞｰ袋(BITE INTO IT)別単位ｱﾘ","10","10","袋","2019/08/31","2019/08/30","2019/09/03","386","3860","2019/08/31","'08:33:00","","連携時作成","100","2019/08/30","2019/08/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573198","H0001163460","17","1","1","検収済","'0","通常","'0","Web発注","20585","トイレットペーパーダブル12R入×8袋","1","1","Ｃ","2019/08/31","2019/08/30","2019/09/03","2375","2375","2019/08/31","'08:33:00","","連携時作成","8","2019/08/30","2019/08/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573198","H0001163460","18","1","1","検収済","'0","通常","'0","Web発注","20594","フォーク＃１６０　黒　バラ500本入","5","5","箱","2019/08/31","2019/08/30","2019/09/03","2045","10225","2019/08/31","'08:33:00","","連携時作成","500","2019/08/30","2019/08/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573198","H0001163460","19","1","1","検収済","'0","通常","'0","Web発注","20595","ナイフ＃１６０　黒　バラ　500本入","2","2","箱","2019/08/31","2019/08/30","2019/09/03","2250","4500","2019/08/31","'08:33:00","","連携時作成","500","2019/08/30","2019/08/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23573198","H0001163460","20","1","1","検収済","'0","通常","'0","Web発注","20624","スプーン＃１６０　黒　バラ　500本入","2","2","袋","2019/08/31","2019/08/30","2019/09/03","1470","2940","2019/08/31","'08:33:00","","連携時作成","500","2019/08/30","2019/08/30 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23581209","H0001166041","1","1","1","検収済","'0","通常","'0","Web発注","10017","カウンタークロス　厚手　グリーン80枚","1","1","袋","2019/09/03","2019/09/02","2019/10/01","1280","1280","2019/09/03","'08:13:00","","連携時作成","80","2019/09/02","2019/09/02 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23581209","H0001166041","2","1","1","検収済","'0","通常","'0","Web発注","10098","ニトリル手袋ブルー　Ｍ　粉無　１００枚","5","5","箱","2019/09/03","2019/09/02","2019/10/01","460","2300","2019/09/03","'08:13:00","","連携時作成","100","2019/09/02","2019/09/02 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23581209","H0001166041","3","1","1","検収済","'0","通常","'0","Web発注","10173","ｸｯｷﾝｸﾞﾍﾟｰﾊﾟｰ 90枚×2R入　別単位あり","4","4","袋","2019/09/03","2019/09/02","2019/10/01","368","1472","2019/09/03","'08:13:00","","連携時作成","1","2019/09/02","2019/09/02 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23581209","H0001166041","4","1","1","検収済","'0","通常","'0","Web発注","20594","フォーク＃１６０　黒　バラ500本入","2","2","箱","2019/09/03","2019/09/02","2019/10/01","2045","4090","2019/09/03","'08:13:00","","連携時作成","500","2019/09/02","2019/09/02 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
